DevType,CompTotal,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,EmbeddedHaveWorkedWith,MiscTechHaveWorkedWith,Industry
"Developer, full-stack",342500000.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Heroku;Microsoft Azure,ASP.NET;ASP.NET CORE;Next.js;Node.js;React,,.NET (5+);.NET Framework (1.0 - 4.8);React Native,
"Developer, full-stack",120000000.0,C#;JavaScript;Python;SQL,Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Managed Hosting;Microsoft Azure;VMware,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js;Vue.js,,.NET (5+);.NET Framework (1.0 - 4.8);.NET MAUI;Pandas;TensorFlow;Torch/PyTorch;Xamarin,
"Developer, full-stack",54000000.0,C#;HTML/CSS;TypeScript,Microsoft SQL Server,Microsoft Azure,Angular;ASP.NET,,.NET Framework (1.0 - 4.8),
"Developer, front-end",159600000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;TypeScript,,Heroku;Netlify,Node.js,,,"Information Services, IT, Software Development, or other Technology"
Data scientist or machine learning specialist,822000000.0,C#;Python;R,Elasticsearch,Amazon Web Services (AWS);Microsoft Azure,FastAPI;Flask,,.NET (5+);NumPy;Pandas;TensorFlow,"Information Services, IT, Software Development, or other Technology"
"Developer, front-end",137000000.0,HTML/CSS;JavaScript;Python;TypeScript,Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;SQLite,Firebase;Vercel,Django;NestJS;Next.js;Node.js;Nuxt.js;React;Svelte,,,
"Developer, mobile",205500000.0,Swift,,Amazon Web Services (AWS),,,SwiftUI,
"Developer, full-stack",198650000.0,JavaScript;PHP;Python;SQL;TypeScript,MariaDB;PostgreSQL,"Amazon Web Services (AWS);Cloudflare;Google Cloud;Linode, now Akamai;Netlify",Drupal;Flask;Next.js;Node.js;React,,,"Manufacturing, Transportation, or Supply Chain"
"Developer, full-stack",246600000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Perl,Elasticsearch;InfluxDB;PostgreSQL,Google Cloud,React,,,
Data scientist or machine learning specialist,114000000.0,Bash/Shell (all shells);C++;Dart;Java;Python;Scala;SQL,Firebase Realtime Database;Microsoft SQL Server,Firebase,,,Flutter;Keras;Pandas;Scikit-Learn;TensorFlow,
"Developer, full-stack",24000000.0,C#;SQL,Cosmos DB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL,Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery;Node.js,,.NET (5+);.NET Framework (1.0 - 4.8);Xamarin,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",132890000.0,C#;PowerShell,MongoDB,Microsoft Azure,,,.NET (5+),Healthcare
"Developer, front-end",75650000.0,C#;Go;HTML/CSS;JavaScript;TypeScript;Visual Basic (.Net),Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Digital Ocean;Firebase;Heroku;Microsoft Azure;Netlify;Vercel,ASP.NET;ASP.NET CORE;jQuery;Node.js;Nuxt.js;Vue.js,,,
Blockchain,16800000.0,C#;HTML/CSS;Java;JavaScript;PHP;Rust;SQL;TypeScript,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Firebase,ASP.NET;ASP.NET CORE;Express;jQuery;Node.js,,.NET (5+);.NET Framework (1.0 - 4.8);Spring Framework,Financial Services
"Developer, front-end",95900000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Firebase Realtime Database,,Angular,,Electron;Ionic,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",89600000.0,Java,Elasticsearch;MongoDB,Amazon Web Services (AWS),Spring Boot,,,
"Developer, full-stack",130150000.0,C#;HTML/CSS;JavaScript;PHP;SQL;Visual Basic (.Net),PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,jQuery,,.NET Framework (1.0 - 4.8),"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",120000000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL;PostgreSQL,Amazon Web Services (AWS),Express;Node.js;React,,Apache Kafka,
"Developer, full-stack",232900000.0,HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MongoDB;PostgreSQL;Redis;SQLite,Cloudflare;Digital Ocean;Firebase;Fly.io;Google Cloud;Heroku;Vercel,Express;Gatsby;Next.js;Node.js;React;Svelte,,Capacitor;Ionic;React Native,
"Developer, full-stack",548000000.0,Go;Java,,Google Cloud,Angular;React,,NumPy;Spring Framework,
"Developer, front-end",81000000.0,HTML/CSS;JavaScript;PHP;TypeScript,MySQL;Redis,Amazon Web Services (AWS);Digital Ocean,Svelte;Vue.js,,,
"Developer, back-end",493200000.0,Go;Java;Python,,Google Cloud,,,,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",24000000.0,Python,Oracle;PostgreSQL,Amazon Web Services (AWS),FastAPI;Flask;Node.js;React,,Pandas,
"Developer, full-stack",411000000.0,HTML/CSS;JavaScript;Python;TypeScript,Dynamodb,Amazon Web Services (AWS),Node.js;React,,,"Information Services, IT, Software Development, or other Technology"
Cloud infrastructure engineer,79806480.0,Python;Rust;TypeScript,Dynamodb,Amazon Web Services (AWS),Node.js,,,
"Developer, full-stack",178100000.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud,Express;Gatsby;Laravel;Next.js;Node.js;React;WordPress,,CUDA;Keras;NumPy;Opencv;OpenGL;Pandas;React Native;Scikit-Learn;TensorFlow;Torch/PyTorch,Advertising Services
"Developer, back-end",79200000.0,C++;Go,Dynamodb;Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Firebase,Flask,,,
"Developer, front-end",86400000.0,Bash/Shell (all shells);C#;JavaScript;TypeScript,Cosmos DB;Elasticsearch;Microsoft SQL Server,Microsoft Azure,ASP.NET;ASP.NET CORE;Next.js;Node.js;React,,,"Information Services, IT, Software Development, or other Technology"
"Developer, mobile",90900000.0,HTML/CSS;JavaScript;PHP;SQL;Swift,MySQL,Firebase;Google Cloud,jQuery;Node.js,,React Native,
"Developer, back-end",253450000.0,C#;SQL,Dynamodb;Microsoft SQL Server;Redis,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE,,.NET (5+);.NET Framework (1.0 - 4.8);RabbitMQ,
"Developer, back-end",43200000.0,C#,BigQuery;Redis,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE,,.NET (5+),
"Developer, full-stack",125100000.0,Bash/Shell (all shells);C#;PowerShell,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;Blazor,,.NET (5+),"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",164400000.0,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,PostgreSQL;Redis,Microsoft Azure,Django;Flask;Next.js;Spring Boot,,.NET (5+);Spring Framework,
"Developer, embedded applications or devices",76800000.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,,Amazon Web Services (AWS);Microsoft Azure,,,Apache Spark;Pandas,"Manufacturing, Transportation, or Supply Chain"
"Developer, mobile",12400000.0,JavaScript,MongoDB,,,,React Native,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",162000000.0,Ruby;Rust,PostgreSQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,,,,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",411000000.0,C#;Java;JavaScript;TypeScript,Elasticsearch;Microsoft SQL Server,Amazon Web Services (AWS),Angular;AngularJS;ASP.NET;ASP.NET CORE,,.NET (5+);.NET Framework (1.0 - 4.8),
Security professional,160200000.0,Bash/Shell (all shells);C;Go;Python,,Amazon Web Services (AWS),,,,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",180000000.0,Bash/Shell (all shells);Rust;Scala,PostgreSQL,Google Cloud,,,,Financial Services
"Developer, full-stack",186750000.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript,Cosmos DB;Dynamodb;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Heroku;Microsoft Azure,ASP.NET;ASP.NET CORE;Express;Gatsby;jQuery;Node.js;React;Vue.js,,.NET (5+),
"Developer, full-stack",75000000.0,Bash/Shell (all shells);C#;C++;Delphi;HTML/CSS;Java;JavaScript;MATLAB;Perl;PHP;SQL;VBA;Visual Basic (.Net),MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;Oracle,,jQuery;WordPress,,,"Manufacturing, Transportation, or Supply Chain"
"Developer, mobile",6500000.0,Dart;Kotlin;SQL,Cloud Firestore;Firebase Realtime Database;SQLite,,,,Flutter,
"Developer, embedded applications or devices",123000000.0,Go;HTML/CSS;JavaScript;TypeScript,MongoDB,Microsoft Azure,Node.js,,,
"Developer, back-end",411000000.0,Bash/Shell (all shells);Go;Python;SQL,Cassandra;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud,,,Apache Kafka;RabbitMQ,
"Developer, back-end",184950000.0,Bash/Shell (all shells);C;C#;C++;Python,,,,,.NET (5+);.NET Framework (1.0 - 4.8);NumPy;Opencv;OpenGL;Qt,"Manufacturing, Transportation, or Supply Chain"
"Developer, back-end",90000000.0,Java;SQL,Oracle,Google Cloud,Spring Boot,,Spring Framework,Financial Services
"Developer, mobile",4110000.0,Dart;Java,MySQL;PostgreSQL;SQLite,Firebase,ASP.NET;Django,,Flutter,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",130000000.0,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server,Microsoft Azure,Angular;ASP.NET CORE;Node.js,,.NET (5+),Financial Services
"Developer, mobile",49500000.0,Java;Kotlin;Objective-C;Ruby;Swift,MySQL;PostgreSQL;SQLite,Firebase,AngularJS;Ruby on Rails,,Cordova;Ionic;SwiftUI,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",115000000.0,C#;JavaScript;SQL,Microsoft SQL Server;Solr,Microsoft Azure,ASP.NET;ASP.NET CORE,,.NET (5+);.NET Framework (1.0 - 4.8),Advertising Services
"Developer, back-end",52500000.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,MongoDB;Oracle;PostgreSQL;Redis,Microsoft Azure,Angular;Node.js;Spring Boot,,RabbitMQ;Spring Framework,
"Developer, back-end",60000000.0,C#;SQL,Microsoft SQL Server;PostgreSQL,Cloudflare;Microsoft Azure,ASP.NET;ASP.NET CORE,,.NET (5+),
"Developer, full-stack",6000000.0,HTML/CSS;JavaScript;PHP;SQL;Swift,MariaDB;MySQL,,,,,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",97500000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript,BigQuery;Elasticsearch;PostgreSQL,Firebase;Google Cloud;VMware,React,,,Financial Services
"Developer, full-stack",164400000.0,Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript;Visual Basic (.Net),Elasticsearch;Microsoft SQL Server;MongoDB;Redis;Snowflake,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;jQuery;Node.js;Vue.js,,.NET (5+);.NET Framework (1.0 - 4.8),Insurance
"Developer, full-stack",100000000.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;InfluxDB;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean,Express;Laravel;NestJS;Node.js;React;Spring Boot,,,
"Developer, back-end",68000000.0,C#;Java;JavaScript;PowerShell;Python;TypeScript,Microsoft SQL Server,Microsoft Azure,ASP.NET CORE,,.NET (5+);.NET Framework (1.0 - 4.8),"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",126000000.0,C#;Java,Elasticsearch;Microsoft SQL Server;MongoDB;Redis,Cloudflare,ASP.NET;ASP.NET CORE,,.NET (5+);.NET Framework (1.0 - 4.8);RabbitMQ,"Information Services, IT, Software Development, or other Technology"
DevOps specialist,247970000.0,Bash/Shell (all shells);C;C++;Java;Python;SQL,InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),ASP.NET;Django;Flask,,,
"Developer, full-stack",108730000.0,C#;HTML/CSS;SQL;TypeScript,Dynamodb;Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;jQuery;Node.js;React,,.NET (5+);.NET Framework (1.0 - 4.8);RabbitMQ,Financial Services
Cloud infrastructure engineer,184950000.0,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;PowerShell;Python;SQL,Dynamodb;H2;MariaDB;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS);OpenShift,,,,"Information Services, IT, Software Development, or other Technology"
"Developer, embedded applications or devices",105000000.0,C#,Microsoft SQL Server;SQLite,,,,.NET Framework (1.0 - 4.8),"Manufacturing, Transportation, or Supply Chain"
"Developer, full-stack",228790000.0,JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server,Microsoft Azure,Next.js;Node.js;React,,,Healthcare
"Developer, back-end",30000000.0,C#;SQL,Microsoft SQL Server,Microsoft Azure,ASP.NET CORE,,,Financial Services
"Developer, full-stack",88400000.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;Oracle,Microsoft Azure,Angular;ASP.NET CORE,,.NET (5+);RabbitMQ,Healthcare
"Developer, back-end",130000000.0,Go;SQL,MongoDB;MySQL;Redis,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Vue.js,,,
"Developer, full-stack",52500000.0,JavaScript,BigQuery;Dynamodb;MySQL;Oracle,,Spring Boot,,,
"Developer, full-stack",117750000.0,Bash/Shell (all shells);Java;JavaScript;SQL,SQLite,,Express;Node.js,,,
"Developer, full-stack",180000000.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MySQL,"Digital Ocean;Firebase;Google Cloud;Linode, now Akamai;Managed Hosting",Laravel;React;Vue.js,,Capacitor,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",84000000.0,C#;SQL;TypeScript,InfluxDB;Microsoft SQL Server,Microsoft Azure,Angular,,.NET Framework (1.0 - 4.8),"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",82500000.0,JavaScript;Python;SQL,MySQL;PostgreSQL,"Google Cloud;Linode, now Akamai",React,,Apache Kafka,Retail and Consumer Services
"Developer, front-end",141795000.0,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Perl;PHP;Python;Ruby;SQL;Swift;Visual Basic (.Net),MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Firebase;Google Cloud;Microsoft Azure;Netlify;Vercel;VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE;Django;Drupal;Express;FastAPI;jQuery;Laravel;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress,,.NET Framework (1.0 - 4.8);Cordova;Electron;Ionic;React Native;SwiftUI,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",102000000.0,HTML/CSS;JavaScript;PHP;Python;Rust;SQL,MySQL,,jQuery;WordPress,,,
"Developer, back-end",51000000.0,C#;HTML/CSS;PowerShell;SQL;Visual Basic (.Net),Microsoft SQL Server,Hetzner;Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery;WordPress,,.NET (5+);.NET Framework (1.0 - 4.8),Insurance
"Developer, full-stack",114400000.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;Redis,Digital Ocean;Google Cloud;Heroku;Managed Hosting;Microsoft Azure;Vercel,Blazor;Express;Gatsby;Next.js;Node.js;React,,.NET (5+);Ionic,
"Developer, front-end",114000000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,MariaDB;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS),jQuery;Next.js;Node.js;React;Ruby on Rails;WordPress,,Apache Kafka,
"Developer, full-stack",51480000.0,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,BigQuery,Google Cloud;Microsoft Azure,Express;FastAPI;Node.js;React;Spring Boot;Vue.js,,Apache Spark;Spring Framework,Retail and Consumer Services
"Developer, full-stack",70000000.0,C#;JavaScript,MariaDB;Microsoft SQL Server,,Angular;ASP.NET;ASP.NET CORE;Blazor;Express;jQuery;Next.js;Node.js;React,,.NET (5+);.NET Framework (1.0 - 4.8);Electron,
"Developer, back-end",120000000.0,Java;Kotlin,MySQL,,,,Spring Framework,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",160200000.0,Elixir;Go;Perl;Python;SQL,InfluxDB;MySQL;PostgreSQL;Redis,,,,,
"Developer, full-stack",226050000.0,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Microsoft Azure,AngularJS;ASP.NET;ASP.NET CORE;React,,.NET (5+);.NET Framework (1.0 - 4.8),
"Developer, full-stack",180000000.0,JavaScript;Ruby,PostgreSQL,Heroku,React;Ruby on Rails,,,
"Developer, full-stack",150000000.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Cloudflare;Microsoft Azure,Angular;ASP.NET;Express;jQuery;Node.js;React,,.NET (5+),
Engineering manager,147000000.0,C#;HTML/CSS,Microsoft SQL Server,Microsoft Azure,ASP.NET CORE;Blazor,,.NET (5+);.NET Framework (1.0 - 4.8),"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",280500000.0,Go;Java;JavaScript;Python;Ruby;Rust;Scala;TypeScript,Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure,Node.js;Phoenix;React;Ruby on Rails;Spring Boot,,Spring Framework,
"Developer, full-stack",202760000.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;Solr;Supabase,Amazon Web Services (AWS),Drupal,,,
"Developer, full-stack",43200000.0,Go;HTML/CSS;JavaScript,Dynamodb;PostgreSQL,Amazon Web Services (AWS),React,,,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",91790000.0,Java;JavaScript;Python;Scala;SQL;TypeScript,BigQuery;Cassandra;MongoDB;PostgreSQL,Google Cloud,AngularJS;Node.js;Spring Boot,,Apache Kafka;Apache Spark;Spring Framework,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",552000.0,SQL;TypeScript,MariaDB;MySQL;PostgreSQL,Amazon Web Services (AWS),NestJS,,,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",96250000.0,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Cassandra;Dynamodb;Elasticsearch;Firebase Realtime Database;MongoDB;MySQL;Redis;Supabase,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Managed Hosting,Express;Laravel;Next.js;Node.js;React;Vue.js;WordPress,,Hugging Face Transformers;NumPy;Opencv;Pandas;RabbitMQ;React Native;TensorFlow;Torch/PyTorch,
Product manager,8220000.0,C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Visual Basic (.Net),Microsoft SQL Server,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;jQuery,,.NET (5+);.NET Framework (1.0 - 4.8),"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",27720000.0,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;SQL,MongoDB,"Cloudflare;Linode, now Akamai",ASP.NET CORE;Blazor,,.NET (5+),
"Developer, back-end",272000000.0,Go;HTML/CSS;JavaScript,SQLite,Amazon Web Services (AWS);Fly.io,,,Flutter,
"Developer, back-end",274000000.0,Bash/Shell (all shells);Python,,,FastAPI,,,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",45000000.0,Bash/Shell (all shells);Dart;Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Firebase;Google Cloud;Hetzner;Oracle Cloud Infrastructure (OCI),Vue.js;WordPress,,Flutter;Ionic;Pandas,"Information Services, IT, Software Development, or other Technology"
"Developer, full-stack",67500000.0,C#;HTML/CSS;JavaScript;SQL;VBA,Microsoft Access;Microsoft SQL Server;SQLite,Microsoft Azure,ASP.NET CORE;jQuery,,.NET (5+);.NET Framework (1.0 - 4.8),
"Developer, back-end",287700000.0,Bash/Shell (all shells);Python;Ruby;SQL,Elasticsearch;PostgreSQL;Redis;Snowflake,Amazon Web Services (AWS);Heroku,Ruby on Rails,,,
"Developer, mobile",72000000.0,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Ruby;SQL;Swift,,,,,SwiftUI,
"Developer, mobile",157550000.0,HTML/CSS;JavaScript;TypeScript,Cloud Firestore,Amazon Web Services (AWS);Firebase,Next.js;Node.js;React;Vue.js,,React Native,
Academic researcher,165000000.0,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala,Elasticsearch;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,,Drupal;jQuery;Vue.js;WordPress,,NumPy;Qt;RabbitMQ,
"Developer, full-stack",14400000.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL,Amazon Web Services (AWS);Microsoft Azure;Netlify,Angular;Express;Laravel;Node.js,,Flutter,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",82200000.0,Python,PostgreSQL;Redis,Amazon Web Services (AWS),FastAPI,,,"Information Services, IT, Software Development, or other Technology"
"Developer, back-end",110000000.0,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,"Linode, now Akamai;Microsoft Azure",Angular;ASP.NET;ASP.NET CORE;Blazor,,.NET (5+);.NET Framework (1.0 - 4.8);RabbitMQ,
